model_name,strategy,threshold,precision,recall,f1,f2,average_precision,tn,fp,fn,tp,false_positive_cost,false_negative_cost,total_cost
dummy_prior,median_all,0.86,0.0,0.0,0.0,0.0,0.0234375,15625,0,375,0,10,500,187500
dummy_prior,median_all,0.87,0.0,0.0,0.0,0.0,0.0234375,15625,0,375,0,10,500,187500
dummy_prior,median_all,0.88,0.0,0.0,0.0,0.0,0.0234375,15625,0,375,0,10,500,187500
dummy_prior,median_all,0.89,0.0,0.0,0.0,0.0,0.0234375,15625,0,375,0,10,500,187500
dummy_prior,median_all,0.9,0.0,0.0,0.0,0.0,0.0234375,15625,0,375,0,10,500,187500
dummy_prior,median_all,0.91,0.0,0.0,0.0,0.0,0.0234375,15625,0,375,0,10,500,187500
dummy_prior,median_all,0.92,0.0,0.0,0.0,0.0,0.0234375,15625,0,375,0,10,500,187500
dummy_prior,median_all,0.93,0.0,0.0,0.0,0.0,0.0234375,15625,0,375,0,10,500,187500
dummy_prior,median_all,0.94,0.0,0.0,0.0,0.0,0.0234375,15625,0,375,0,10,500,187500
dummy_prior,median_all,0.95,0.0,0.0,0.0,0.0,0.0234375,15625,0,375,0,10,500,187500
dummy_prior,median_all,0.96,0.0,0.0,0.0,0.0,0.0234375,15625,0,375,0,10,500,187500
dummy_prior,median_all,0.97,0.0,0.0,0.0,0.0,0.0234375,15625,0,375,0,10,500,187500
dummy_prior,median_all,0.98,0.0,0.0,0.0,0.0,0.0234375,15625,0,375,0,10,500,187500
dummy_prior,median_all,0.99,0.0,0.0,0.0,0.0,0.0234375,15625,0,375,0,10,500,187500
logistic_regression_balanced,drop_high_missing_median,0.01,0.025345937799698588,0.9866666666666667,0.04942229346156415,0.11492110821220028,0.7993586922480513,1397,14228,5,370,10,500,144780
logistic_regression_balanced,drop_high_missing_median,0.02,0.03155650319829424,0.9866666666666667,0.06115702479338843,0.13988657844990549,0.7993586922480513,4270,11355,5,370,10,500,116050
logistic_regression_balanced,drop_high_missing_median,0.03,0.05647130647130647,0.9866666666666667,0.10682835282228959,0.2297565822155986,0.7993586922480513,9443,6182,5,370,10,500,64320
logistic_regression_balanced,drop_high_missing_median,0.04,0.07681099084096586,0.984,0.14249855184398533,0.2926713197969543,0.7993586922480513,11190,4435,6,369,10,500,47350
logistic_regression_balanced,drop_high_missing_median,0.05,0.10388513513513513,0.984,0.18792971734148206,0.3652019002375297,0.7993586922480513,12442,3183,6,369,10,500,34830
logistic_regression_balanced,drop_high_missing_median,0.06,0.1325907294286741,0.984,0.233692210259658,0.4307728227877656,0.7993586922480513,13211,2414,6,369,10,500,27140
logistic_regression_balanced,drop_high_missing_median,0.07,0.15632965165675447,0.9813333333333333,0.2696958592891169,0.4774260508562532,0.7993586922480513,13639,1986,7,368,10,500,23360
logistic_regression_balanced,drop_high_missing_median,0.08,0.17559808612440192,0.9786666666666667,0.2977687626774848,0.5111420612813371,0.7993586922480513,13902,1723,8,367,10,500,21230
logistic_regression_balanced,drop_high_missing_median,0.09,0.19150052465897166,0.9733333333333334,0.3200350723366944,0.5358191426893717,0.7993586922480513,14084,1541,10,365,10,500,20410
logistic_regression_balanced,drop_high_missing_median,0.1,0.20907524411257897,0.9706666666666667,0.3440453686200378,0.5615550755939525,0.7993586922480513,14248,1377,11,364,10,500,19270
logistic_regression_balanced,drop_high_missing_median,0.11,0.22413793103448276,0.9706666666666667,0.36418209104552274,0.5825864276568502,0.7993586922480513,14365,1260,11,364,10,500,18100
logistic_regression_balanced,drop_high_missing_median,0.12,0.236328125,0.968,0.37990580847723704,0.5978260869565217,0.7993586922480513,14452,1173,12,363,10,500,17730
