model_name,strategy,threshold,precision,recall,f1,f2,average_precision,tn,fp,fn,tp,false_positive_cost,false_negative_cost,total_cost,base_candidate_strategy,selection_dataset
xgboost_oof_base,median_all_structural_all,0.36,0.48785638859556496,0.924,0.6385625431928127,0.7838479809976246,0.8710981135618879,58030,970,76,924,10,500,47700,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.37,0.49279231179925254,0.923,0.6425339366515838,0.7857994210795164,0.8710981135618879,58050,950,77,923,10,500,48000,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.38,0.4997289972899729,0.922,0.6481546572934974,0.7887082976903336,0.8710981135618879,58077,923,78,922,10,500,48230,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.39,0.5052169137836353,0.92,0.65225097483162,0.790242226421577,0.8710981135618879,58099,901,80,920,10,500,49010,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.4,0.5099889012208657,0.919,0.655960028551035,0.791968286797656,0.8710981135618879,58117,883,81,919,10,500,49330,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.41,0.5137101287073307,0.918,0.658772874058127,0.7931570762052877,0.8710981135618879,58131,869,82,918,10,500,49690,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.42,0.5186440677966102,0.918,0.6628158844765343,0.7954939341421143,0.8710981135618879,58148,852,82,918,10,500,49520,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.43,0.524327418431597,0.916,0.6669093556607207,0.7969375326257178,0.8710981135618879,58169,831,84,916,10,500,50310,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.44,0.527681660899654,0.915,0.6693489392831017,0.7978723404255319,0.8710981135618879,58181,819,85,915,10,500,50690,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.45,0.5323615160349854,0.913,0.6725598526703499,0.7987751531058618,0.8710981135618879,58198,802,87,913,10,500,51520,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.46,0.5374189746611667,0.912,0.6763070077864294,0.8004212743549236,0.8710981135618879,58215,785,88,912,10,500,51850,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.47,0.5415676959619953,0.912,0.6795827123695977,0.8022519352568613,0.8710981135618879,58228,772,88,912,10,500,51720,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.48,0.546875,0.91,0.6831831831831832,0.803319209039548,0.8710981135618879,58246,754,90,910,10,500,52540,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.49,0.5523114355231143,0.908,0.686838124054463,0.8043940467753367,0.8710981135618879,58264,736,92,908,10,500,53360,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.5,0.5587692307692308,0.908,0.6918095238095238,0.8071111111111111,0.8710981135618879,58283,717,92,908,10,500,53170,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.51,0.5631611698817672,0.905,0.6942846183352512,0.8070269306224362,0.8710981135618879,58298,702,95,905,10,500,54520,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.52,0.5682819383259912,0.903,0.697566628041715,0.807836822329576,0.8710981135618879,58314,686,97,903,10,500,55360,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.53,0.5745222929936306,0.902,0.7019455252918287,0.8096947935368043,0.8710981135618879,58332,668,98,902,10,500,55680,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.54,0.5780346820809249,0.9,0.7039499413375049,0.8097894547417671,0.8710981135618879,58343,657,100,900,10,500,56570,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.55,0.5843648208469056,0.897,0.7076923076923077,0.8102981029810298,0.8710981135618879,58362,638,103,897,10,500,57880,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.56,0.5894736842105263,0.896,0.7111111111111111,0.8115942028985508,0.8710981135618879,58376,624,104,896,10,500,58240,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.57,0.5936254980079682,0.894,0.713487629688747,0.8118416273156557,0.8710981135618879,58388,612,106,894,10,500,59120,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.58,0.5974547890154053,0.892,0.7156036903329323,0.811942472237393,0.8710981135618879,58399,601,108,892,10,500,60010,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.59,0.6028416779431665,0.891,0.7191283292978208,0.8132530120481928,0.8710981135618879,58413,587,109,891,10,500,60370,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.6,0.6104252400548696,0.89,0.7241659886086249,0.815316965921583,0.8710981135618879,58432,568,110,890,10,500,60680,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.61,0.6176880222841226,0.887,0.7282430213464697,0.8158572479764533,0.8710981135618879,58451,549,113,887,10,500,61990,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.62,0.6226282501756851,0.886,0.7313248039620306,0.8168910197307763,0.8710981135618879,58463,537,114,886,10,500,62370,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.63,0.6281050390347764,0.885,0.7347447073474471,0.8180809761508597,0.8710981135618879,58476,524,115,885,10,500,62740,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.64,0.6318051575931232,0.882,0.7362270450751253,0.8172720533728688,0.8710981135618879,58486,514,118,882,10,500,64140,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.65,0.6346570397111914,0.879,0.7371069182389937,0.8161559888579387,0.8710981135618879,58494,506,121,879,10,500,65560,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.66,0.6392128279883382,0.877,0.739460370994941,0.8162695457930007,0.8710981135618879,58505,495,123,877,10,500,66450,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.67,0.6454478164322723,0.872,0.741811994895789,0.8148009717809755,0.8710981135618879,58521,479,128,872,10,500,68790,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.68,0.6522064323111444,0.872,0.7462558836114677,0.8169383548810193,0.8710981135618879,58535,465,128,872,10,500,68650,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.69,0.6593489780469342,0.871,0.7505385609651013,0.8184551775981959,0.8710981135618879,58550,450,129,871,10,500,69000,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.7,0.6669224865694551,0.869,0.7546678245766392,0.819347539128795,0.8710981135618879,58566,434,131,869,10,500,69840,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.71,0.6715724244771495,0.867,0.7568747271933653,0.8193158193158193,0.8710981135618879,58576,424,133,867,10,500,70740,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.72,0.672911787665886,0.862,0.7558088557650153,0.8161333080855898,0.8710981135618879,58581,419,138,862,10,500,73190,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.73,0.6787687450670876,0.86,0.7587119541243935,0.816404025061705,0.8710981135618879,58593,407,140,860,10,500,74070,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.74,0.6848,0.856,0.7608888888888888,0.8152380952380952,0.8710981135618879,58606,394,144,856,10,500,75940,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.75,0.6911883589329022,0.855,0.7644166294143943,0.816307046018713,0.8710981135618879,58618,382,145,855,10,500,76320,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.76,0.696078431372549,0.852,0.7661870503597122,0.8154670750382849,0.8710981135618879,58628,372,148,852,10,500,77720,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.77,0.7021452145214522,0.851,0.7694394213381555,0.8163852647735994,0.8710981135618879,58639,361,149,851,10,500,78110,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.78,0.71081307627829,0.848,0.7733698130414957,0.8164837280955132,0.8710981135618879,58655,345,152,848,10,500,79450,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.79,0.7158608990670059,0.844,0.7746672785681505,0.8148291175902684,0.8710981135618879,58665,335,156,844,10,500,81350,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.8,0.7219846022241232,0.844,0.7782388197325957,0.8164054942929,0.8710981135618879,58675,325,156,844,10,500,81250,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.81,0.7299651567944251,0.838,0.7802607076350093,0.8139083139083139,0.8710981135618879,58690,310,162,838,10,500,84100,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.82,0.7413333333333333,0.834,0.7849411764705883,0.8136585365853658,0.8710981135618879,58709,291,166,834,10,500,85910,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.83,0.7495479204339964,0.829,0.7872744539411206,0.8117900509204857,0.8710981135618879,58723,277,171,829,10,500,88270,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.84,0.759447004608295,0.824,0.7904076738609113,0.8102261553588987,0.8710981135618879,58739,261,176,824,10,500,90610,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.85,0.7716165413533834,0.821,0.7955426356589147,0.8106240126382307,0.8710981135618879,58757,243,179,821,10,500,91930,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.86,0.7812798471824259,0.818,0.7992183683439179,0.8103824053893403,0.8710981135618879,58771,229,182,818,10,500,93290,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.87,0.7947214076246334,0.813,0.8037567968363816,0.8092773243081823,0.8710981135618879,58790,210,187,813,10,500,95600,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.88,0.8007968127490039,0.804,0.8023952095808383,0.8033573141486811,0.8710981135618879,58800,200,196,804,10,500,100000,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.89,0.8109756097560976,0.798,0.8044354838709677,0.800561797752809,0.8710981135618879,58814,186,202,798,10,500,102860,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.9,0.8163900414937759,0.787,0.8014256619144603,0.7927074939564867,0.8710981135618879,58823,177,213,787,10,500,108270,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.91,0.8342303552206674,0.775,0.8035251425609123,0.7861635220125787,0.8710981135618879,58846,154,225,775,10,500,114040,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.92,0.844542447629548,0.766,0.8033560566334557,0.7805176278785408,0.8710981135618879,58859,141,234,766,10,500,118410,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.93,0.857630979498861,0.753,0.8019169329073482,0.7718327183271833,0.8710981135618879,58875,125,247,753,10,500,124750,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.94,0.8717647058823529,0.741,0.8010810810810811,0.7639175257731958,0.8710981135618879,58891,109,259,741,10,500,130590,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.95,0.8851851851851852,0.717,0.7922651933701658,0.7453222453222453,0.8710981135618879,58907,93,283,717,10,500,142430,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.96,0.8941176470588236,0.684,0.775070821529745,0.7177334732423925,0.8710981135618879,58919,81,316,684,10,500,158810,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.97,0.9090909090909091,0.65,0.7580174927113703,0.689289501590668,0.8710981135618879,58935,65,350,650,10,500,175650,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.98,0.9357945425361156,0.583,0.718422674060382,0.6305429374864806,0.8710981135618879,58960,40,417,583,10,500,208900,median_all_structural_all,oof_averaged
xgboost_oof_base,median_all_structural_all,0.99,0.9718614718614719,0.449,0.6142270861833106,0.5031376064545047,0.8710981135618879,58987,13,551,449,10,500,275630,median_all_structural_all,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.01,0.122655663915979,0.981,0.2180484552122694,0.40881813635605935,0.869067662482292,51983,7017,19,981,10,500,79670,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.02,0.17297488503714184,0.978,0.2939585211902615,0.5065257924176507,0.869067662482292,54324,4676,22,978,10,500,57760,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.03,0.20274485339987525,0.975,0.33568600447581337,0.5534112839141787,0.869067662482292,55166,3834,25,975,10,500,50840,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.04,0.22633170504768552,0.973,0.36723910171730517,0.5862152066514038,0.869067662482292,55674,3326,27,973,10,500,46760,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.05,0.24552106989654301,0.973,0.3921015514809591,0.6109506467411779,0.869067662482292,56010,2990,27,973,10,500,43400,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.06,0.26192400970088925,0.972,0.41265124177457013,0.6302684476721566,0.869067662482292,56261,2739,28,972,10,500,41390,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.07,0.27577392786140303,0.971,0.42955098429550986,0.6455258609227497,0.869067662482292,56450,2550,29,971,10,500,40000,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.08,0.28917464114832536,0.967,0.44521178637200737,0.6583605664488017,0.869067662482292,56623,2377,33,967,10,500,40270,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.09,0.2989754734554486,0.963,0.4562899786780384,0.6668051516410469,0.869067662482292,56742,2258,37,963,10,500,41080,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.1,0.30781550288276743,0.961,0.46627850557981565,0.6746700365065993,0.869067662482292,56839,2161,39,961,10,500,41110,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.11,0.31767041694242226,0.96,0.47737444057682743,0.6835659356308744,0.869067662482292,56938,2062,40,960,10,500,40620,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.12,0.3266211604095563,0.957,0.4870229007633588,0.6904761904761905,0.869067662482292,57027,1973,43,957,10,500,41230,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.13,0.3357920618194591,0.956,0.4970106576553158,0.6981159631955601,0.869067662482292,57109,1891,44,956,10,500,40910,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.14,0.34426820475847153,0.955,0.5060943296237413,0.7049010924121641,0.869067662482292,57181,1819,45,955,10,500,40690,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.15,0.35309373842163766,0.953,0.5152743984860774,0.7113001940588147,0.869067662482292,57254,1746,47,953,10,500,40960,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.16,0.35954631379962193,0.951,0.5218106995884774,0.7155756207674944,0.869067662482292,57306,1694,49,951,10,500,41440,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.17,0.36608863198458574,0.95,0.5285118219749653,0.7202426080363912,0.869067662482292,57355,1645,50,950,10,500,41450,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.18,0.3736220472440945,0.949,0.5361581920903955,0.7255351681957186,0.869067662482292,57409,1591,51,949,10,500,41410,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.19,0.38041733547351525,0.948,0.5429553264604811,0.7301293900184843,0.869067662482292,57456,1544,52,948,10,500,41440,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.2,0.3868583162217659,0.942,0.548471615720524,0.7319347319347319,0.869067662482292,57507,1493,58,942,10,500,43930,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.21,0.39429530201342283,0.94,0.5555555555555556,0.7362155388471178,0.869067662482292,57556,1444,60,940,10,500,44440,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.22,0.4012820512820513,0.939,0.5622754491017964,0.7405362776025236,0.869067662482292,57599,1401,61,939,10,500,44510,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.23,0.40660295395308427,0.936,0.5669291338582677,0.7426213900349096,0.869067662482292,57634,1366,64,936,10,500,45660,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.24,0.4145261293179805,0.936,0.574585635359116,0.74784276126558,0.869067662482292,57678,1322,64,936,10,500,45220,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.25,0.4223826714801444,0.936,0.582089552238806,0.752895752895753,0.869067662482292,57720,1280,64,936,10,500,44800,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.26,0.42824392480513523,0.934,0.5872367180132034,0.7555411745672221,0.869067662482292,57753,1247,66,934,10,500,45470,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.27,0.43308550185873607,0.932,0.5913705583756346,0.7574772431729518,0.869067662482292,57780,1220,68,932,10,500,46200,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.28,0.43935818782444547,0.931,0.5969862135299776,0.760745219807158,0.869067662482292,57812,1188,69,931,10,500,46380,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.29,0.4441793893129771,0.931,0.601421188630491,0.7636154855643045,0.869067662482292,57835,1165,69,931,10,500,46150,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.3,0.4512845370819195,0.931,0.6079007508978126,0.7677717301665842,0.869067662482292,57868,1132,69,931,10,500,45820,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.31,0.45606283750613646,0.929,0.6117879486335199,0.7694218982938545,0.869067662482292,57892,1108,71,929,10,500,46580,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.32,0.4613851519681116,0.926,0.6158962421017625,0.7707674379890128,0.869067662482292,57919,1081,74,926,10,500,47810,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.33,0.46576032225579056,0.925,0.6195579370395178,0.7726361510190445,0.869067662482292,57939,1061,75,925,10,500,48110,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.34,0.4673086670045616,0.922,0.6202489068281197,0.7718064624141973,0.869067662482292,57949,1051,78,922,10,500,49510,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.35,0.4728205128205128,0.922,0.6250847457627119,0.7747899159663866,0.869067662482292,57972,1028,78,922,10,500,49280,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.36,0.48093994778067883,0.921,0.6319039451114923,0.7785291631445478,0.869067662482292,58006,994,79,921,10,500,49440,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.37,0.48677248677248675,0.92,0.6366782006920415,0.7809847198641766,0.869067662482292,58030,970,80,920,10,500,49700,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.38,0.4946236559139785,0.92,0.6433566433566433,0.7849829351535836,0.869067662482292,58060,940,80,920,10,500,49400,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.39,0.4986449864498645,0.92,0.6467486818980668,0.7869974337040205,0.869067662482292,58075,925,80,920,10,500,49250,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.4,0.5044052863436124,0.916,0.6505681818181818,0.7874828060522696,0.869067662482292,58100,900,84,916,10,500,51000,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.41,0.5086254869226489,0.914,0.653557382910261,0.7883387959289287,0.869067662482292,58117,883,86,914,10,500,51830,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.42,0.514946418499718,0.913,0.6584926072845294,0.7907500433050407,0.869067662482292,58140,860,87,913,10,500,52100,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.43,0.5214408233276158,0.912,0.663514005092761,0.7931814228561489,0.869067662482292,58163,837,88,912,10,500,52370,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.44,0.5272305909617613,0.91,0.6676449009537784,0.7946210268948656,0.869067662482292,58184,816,90,910,10,500,53160,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.45,0.5331378299120234,0.909,0.6720887245841035,0.796669588080631,0.869067662482292,58204,796,91,909,10,500,53460,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.46,0.5382789317507418,0.907,0.6756052141527001,0.7977132805628848,0.869067662482292,58222,778,93,907,10,500,54280,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.47,0.5471014492753623,0.906,0.6822289156626506,0.8009193776520509,0.869067662482292,58250,750,94,906,10,500,54500,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.48,0.5495440729483283,0.904,0.6835538752362949,0.8007085916740478,0.869067662482292,58259,741,96,904,10,500,55410,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.49,0.5576804441702653,0.904,0.6898130484547883,0.8041273794698452,0.869067662482292,58283,717,96,904,10,500,55170,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.5,0.5614906832298137,0.904,0.69272030651341,0.8057040998217468,0.869067662482292,58294,706,96,904,10,500,55060,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.51,0.5667711598746081,0.904,0.6967244701348747,0.8078641644325291,0.869067662482292,58309,691,96,904,10,500,54910,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.52,0.5746980292434838,0.904,0.7026816945200155,0.8110532926610443,0.869067662482292,58331,669,96,904,10,500,54690,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.53,0.5770953294945618,0.902,0.703862660944206,0.8107136437174186,0.869067662482292,58339,661,98,902,10,500,55610,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.54,0.5821474773609314,0.9,0.7069913589945012,0.8113956004327443,0.869067662482292,58354,646,100,900,10,500,56460,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.55,0.5896257386736704,0.898,0.711850971066191,0.812963968857505,0.869067662482292,58375,625,102,898,10,500,57250,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.56,0.5943084050297816,0.898,0.7152528872958981,0.8147341680275813,0.869067662482292,58387,613,102,898,10,500,57130,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.57,0.6010745466756212,0.895,0.7191643230212937,0.815266897431226,0.869067662482292,58406,594,105,895,10,500,58440,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.58,0.6044624746450304,0.894,0.7212585720048407,0.8158423069903267,0.869067662482292,58415,585,106,894,10,500,58850,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.59,0.6090534979423868,0.888,0.7225386493083807,0.8134847929644559,0.869067662482292,58430,570,112,888,10,500,61700,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.6,0.6128364389233955,0.888,0.7251939567170274,0.8148284088823637,0.869067662482292,58439,561,112,888,10,500,61610,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.61,0.6150104239054899,0.885,0.7257072570725708,0.8135686707115278,0.869067662482292,58446,554,115,885,10,500,63040,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.62,0.6167832167832168,0.882,0.725925925925926,0.8121546961325967,0.869067662482292,58452,548,118,882,10,500,64480,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.63,0.6187455954897816,0.878,0.7259198015708971,0.8101125668942609,0.869067662482292,58459,541,122,878,10,500,66410,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.64,0.6240171551107935,0.873,0.7278032513547311,0.8084830524171143,0.869067662482292,58474,526,127,873,10,500,68760,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.65,0.6274368231046932,0.869,0.7287211740041929,0.8068709377901578,0.869067662482292,58484,516,131,869,10,500,70660,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.66,0.6331145149525893,0.868,0.7321805145508224,0.8080431949357662,0.869067662482292,58497,503,132,868,10,500,71030,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.67,0.6367647058823529,0.866,0.7338983050847457,0.8078358208955224,0.869067662482292,58506,494,134,866,10,500,71940,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.68,0.6421677802524127,0.865,0.7371112057946314,0.808864783991023,0.869067662482292,58518,482,135,865,10,500,72320,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.69,0.6459580838323353,0.863,0.7388698630136986,0.8086581709145427,0.869067662482292,58527,473,137,863,10,500,73230,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.7,0.6530303030303031,0.862,0.743103448275862,0.8101503759398496,0.869067662482292,58542,458,138,862,10,500,73580,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.71,0.6555133079847909,0.862,0.744708423326134,0.8109125117591721,0.869067662482292,58547,453,138,862,10,500,73530,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.72,0.6602613374327441,0.859,0.7466318991742721,0.8102244859460479,0.869067662482292,58558,442,141,859,10,500,74920,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.73,0.66875,0.856,0.7508771929824561,0.8106060606060606,0.869067662482292,58576,424,144,856,10,500,76240,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.74,0.6743083003952569,0.853,0.7532008830022076,0.8100664767331434,0.869067662482292,58588,412,147,853,10,500,77620,median_with_selected_missing_indicators,oof_averaged
xgboost_oof_base,median_with_selected_missing_indicators,0.75,0.6802557953637091,0.851,0.7561083962683252,0.8103218434583889,0.869067662482292,58600,400,149,851,10,500,78500,median_with_selected_missing_indicators,oof_averaged
